job_title,salary_min,salary_max,company_name,rating,location_city,location_state,hq_city,hq_state,founded,industry
BigData Engineer,44000,80000,Reliable Software Resources,4.0,San Antonio, TX,Northville, MI,2004,IT Services
Flow Data Application Engineer,44000,80000,Flow Data,3.8,San Antonio, TX,Grand Junction, CO,1997,Oil & Gas Services
Federal - Data Engineer - Senior,44000,80000,Solekai Systems Corp,4.2,San Antonio, TX,San Diego, CA,2002,Computer Hardware & Software
Telecommunications Engineer I,44000,80000,Security Service Federal Credit Union,3.5,San Antonio, TX,San Antonio, TX,1956,Banks & Credit Unions
"Data Center Building Engineer, Rotating Shift",44000,80000,CBRE,3.7,San Antonio, TX,Los Angeles, CA,1906,Real Estate
Database Engineer,44000,80000,Alion Science & Technology,3.7,Lackland AFB, TX,Mc Lean, VA,2001,Research & Development
Full Stack Software Engineer Specialist,44000,80000,Valero Energy Corporation,3.9,San Antonio, TX,San Antonio, TX,1980,Energy
IT Engineer II,44000,80000,Harland Clarke,3.5,San Antonio, TX,San Antonio, TX,1874,Advertising & Marketing
Senior Business Intelligence Engineer - Marketing & Analytics,44000,80000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
TECHNICAL DATA ANALYST,44000,80000,Spectrum Comm,3.8,Lackland AFB, TX,Newport News, VA,1999,Aerospace & Defense
Mainframe Production Support Engineer,44000,80000,CYNET SYSTEMS,4.0,San Antonio, TX,Ashburn, VA,2010,IT Services
Senior Manufacturing Engineer Lead,44000,80000,SST Truck Company,3.3,San Antonio, TX,Lisle, IL,1902,Transportation Equipment Manufacturing
Flow Data Project Engineer,44000,80000,Flow Data,3.8,San Antonio, TX,Grand Junction, CO,1997,Oil & Gas Services
"Test Engineer I, II, and III **DoD Clearance Required**",28000,53000,Mei Inc,3.9,San Antonio, TX,Houston, TX,1992,Aerospace & Defense
Software Engineer,28000,53000,22nd Century Technologies,3.7,San Antonio, TX,Somerset, NJ,1997,IT Services
Virtual Support Engineer - Level 1,28000,53000,Dizzion,1.5,San Antonio, TX,Denver, CO,2011,IT Services
Senior Product Management Professional / Release Train Engineer (Work-at-home/Virtual),28000,53000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
Federal - Cybersecurity RMF Engineer/Information Assurance Specialist,28000,53000,Accenture,3.9,San Antonio, TX,Dublin, Ireland,1989,Consulting
Senior Business Intelligence Engineer,28000,53000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
Solutions Engineer / Implementation Engineer,28000,53000,Scaleworks,4.5,San Antonio, TX,San Antonio, TX,2016,Computer Hardware & Software
Sr. Scientist/Engineer,28000,53000,"Tetra Tech, Inc.",3.7,San Antonio, TX,Pasadena, CA,1966,Architectural & Engineering Services
Sr. Data Center Delivery Engineer,28000,53000,CDW,3.9,San Antonio, TX,Lincolnshire, IL,1984,IT Services
"Lead, Network Engineer",28000,53000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
ENGINEER - RESEARCH ENGINEER - SPACE AVIONICS,28000,53000,Southwest Research Institute,4.1,San Antonio, TX,San Antonio, TX,1947,Research & Development
AWS Data Platform Engineer,28000,53000,Kforce,4.1,San Antonio, TX,Tampa, FL,1966,Staffing & Outsourcing
Malware Reverse Engineer,28000,53000,ManTech,4.2,San Antonio, TX,Herndon, VA,1968,Research & Development
Sr. Analytics Engineer,28000,53000,Constellation Brands,3.2,San Antonio, TX,Victor, NY,1945,Food & Beverage Manufacturing
Senior Cloud Engineer(Messaging Integration),28000,53000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
"Software Engineer, AdTech Traffic Tools",28000,53000,iHeartMedia,3.2,San Antonio, TX,San Antonio, TX,1972,Radio
System Interoperability and Integration Engineer SME with Security Clearance,28000,53000,Applied Research Solutions,4.8,Lackland AFB, TX,Beavercreek, OH,2012,Aerospace & Defense
Software Engineer,28000,53000,Abacus Technology,3.3,San Antonio, TX,Chevy Chase, MD,1983,IT Services
Data Engineer with Security Clearance,28000,53000,Guidehouse,3.4,San Antonio, TX,Washington, DC,2018,Consulting
Infrastructure Engineer,28000,53000,Novetta,4.5,San Antonio, TX,Mc Lean, VA,2012,Enterprise Software & Network Solutions
ETL Engineer Senior Level,67000,107000,USAA,3.6,San Antonio, TX,San Antonio, TX,1922,Insurance Carriers
Cyber Defense Infrastructure Engineer Managed Detection & Response,67000,107000,Bitdefender,3.8,San Antonio, TX,Bucharest, Romania,2001,Computer Hardware & Software
Flow Data Senior Project Engineer,67000,107000,Flow Data,3.8,San Antonio, TX,Grand Junction, CO,1997,Oil & Gas Services
"Database Engineer, Lead",67000,107000,Alion Science & Technology,3.7,San Antonio, TX,Mc Lean, VA,2001,Research & Development
Senior Network Engineer/VoIP,67000,107000,NetImpact Strategies,3.9,San Antonio, TX,Falls Church, VA,2009,Consulting
ENGINEER - RESEARCH ENGINEER - SCIENTIST - KINETICS,67000,107000,Southwest Research Institute,4.1,San Antonio, TX,San Antonio, TX,1947,Research & Development
Enterprise Systems Engineer,67000,107000,University of Texas at San Antonio,4.1,San Antonio, TX,San Antonio, TX,1969,Colleges & Universities
Systems Integration Engineer - Hypori,67000,107000,Intelligent Waves LLC,4.0,San Antonio, TX,Reston, VA,2006,Enterprise Software & Network Solutions
System Interoperability and Integration Engineer SME,67000,107000,Applied Research Solutions,4.8,Lackland AFB, TX,Beavercreek, OH,2012,Aerospace & Defense
Assessment & Authorization Engineer,67000,107000,General Dynamics,3.5,San Antonio, TX,Reston, VA,1952,Aerospace & Defense
Site Reliability Engineer,67000,107000,iHeartMedia,3.2,San Antonio, TX,San Antonio, TX,1972,Radio
Sr Systems Engineer,67000,107000,Apex Systems,3.8,San Antonio, TX,Glen Allen, VA,1995,Staffing & Outsourcing
Network Engineer,67000,107000,NetImpact Strategies,3.9,San Antonio, TX,Falls Church, VA,2009,Consulting
Test / DevSecOps Engineer,67000,107000,ManTech,4.2,San Antonio, TX,Herndon, VA,1968,Research & Development
Vehicle Test Engineer - Artificial Intelligence Autonomous Vehicle Company,67000,107000,TuSimple,3.6,San Antonio, TX,San Diego, CA,2015,Computer Hardware & Software
Systems Engineer,67000,107000,Abacus Technology,3.3,San Antonio, TX,Chevy Chase, MD,1983,IT Services
Cyber Test Engineer,67000,107000,Alion,3.7,San Antonio, TX,Mc Lean, VA,2001,Research & Development
Mid-level Software Engineer SME,67000,107000,ELEVI Associates,5.0,San Antonio, TX,Columbia, MD,2002,Staffing & Outsourcing
Systems Engineer (Immediate Opening),67000,107000,IDEA Public Schools,3.2,San Antonio, TX,Weslaco, TX,2000,K-12 Education
Lead Network Engineer (Datacenter),67000,107000,H E B,4.3,San Antonio, TX,San Antonio, TX,1905,Grocery Stores & Supermarkets
ELK Stack Engineer,67000,107000,CyberCoders,4.2,San Antonio, TX,Irvine, CA,1999,Staffing & Outsourcing
TVM Analyst-Server Engineer,67000,107000,Apex Systems,3.8,San Antonio, TX,Glen Allen, VA,1995,Staffing & Outsourcing
Java Dev Ops Engineer,67000,107000,"Pyramid Consulting, Inc",3.7,San Antonio, TX,Alpharetta, GA,1996,Computer Hardware & Software
Senior Manufacturing Engineer Lead,52000,63000,International Trucks,2.9,San Antonio, TX,Lisle, IL,1987,Transportation Equipment Manufacturing
Site Reliability Engineer,52000,63000,Liquid Web,3.1,San Antonio, TX,Lansing, MI,1997,Enterprise Software & Network Solutions
Senior Analyst/Engineer Level 2 (MV),52000,63000,Alion Science & Technology,3.7,San Antonio, TX,Mc Lean, VA,2001,Research & Development
Senior Cloud Engineer?(Messaging & Integration),52000,63000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
Environmental Engineer,52000,63000,U.S. Air Force,4.2,Fort Sam Houston, TX,Washington, DC,1947,Federal Agencies
Quality Engineer,52000,63000,International Trucks,2.9,San Antonio, TX,Lisle, IL,1987,Transportation Equipment Manufacturing
ENGINEER - RESEARCH ENGINEER - ANALOG & MIXED SIGNALS,52000,63000,Southwest Research Institute Inc.,4.1,San Antonio, TX,San Antonio, TX,1947,Research & Development
"Java Dev Ops Engineer Mid in San Antonio, TX at Pyramid Consulting, Inc",52000,63000,Pyramid Consulting,3.7,San Antonio, TX,Alpharetta, GA,1996,Computer Hardware & Software
Traffic Engineer,52000,63000,Garver,4.4,San Antonio, TX,North Little Rock, AR,1919,Architectural & Engineering Services
Manufacturing Engineer Lead,52000,63000,International Trucks,2.9,San Antonio, TX,Lisle, IL,1987,Transportation Equipment Manufacturing
"Field Engineer - San Antonio, Texas",52000,63000,ExterNetworks Inc.,3.8,San Antonio, TX,Piscataway, NJ,2001,IT Services
System Engineer - DevSecOps,52000,63000,Applied Research Solutions,4.8,Lackland AFB, TX,Beavercreek, OH,2012,Aerospace & Defense
Senior Analyst/Engineer Level 1 (MV),52000,63000,Alion Science & Technology,3.7,San Antonio, TX,Mc Lean, VA,2001,Research & Development
DevOps Engineer,52000,63000,LMI,4.0,San Antonio, TX,Tysons, VA,1961,Consulting
Senior Software Engineer - J2EE,52000,63000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
Integration Lab Systems Engineer,52000,63000,General Dynamics,3.5,San Antonio, TX,Reston, VA,1952,Aerospace & Defense
Systems Engineer,52000,63000,"Airetel Staffing, Inc",4.9,San Antonio, TX,Altamonte Springs, FL,2000,Staffing & Outsourcing
CNO Reverse Engineer,52000,63000,ManTech,4.2,San Antonio, TX,Herndon, VA,1968,Research & Development
Cloud Operations Engineer,52000,63000,CACI International,3.6,San Antonio, TX,Arlington, VA,1962,Aerospace & Defense
Operational Test Engineer,52000,63000,BAE Systems USA,3.6,San Antonio, TX,Arlington, VA,1999,Aerospace & Defense
Senior Software Engineer,52000,63000,H E B,4.3,San Antonio, TX,San Antonio, TX,1905,Grocery Stores & Supermarkets
Data Engineers: (Technical Lead/Developers),52000,63000,The Accuro Group,3.0,San Antonio, TX,Raleigh, NC,2003,Staffing & Outsourcing
Senior IT Disaster Recovery Engineer,59000,135000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
Senior Database Engineer DBE,59000,135000,ELEVI Associates,5.0,San Antonio, TX,Columbia, MD,2002,Staffing & Outsourcing
Integration Lab Systems Engineer,59000,135000,General Dynamics Mission Systems,3.6,San Antonio, TX,Fairfax, VA,1952,Aerospace & Defense
Federal - Senior Machine Learning Engineer,59000,135000,Accenture,3.9,San Antonio, TX,Dublin, Ireland,1989,Consulting
Lead Process Engineer,59000,135000,Apex Systems,3.8,San Antonio, TX,Glen Allen, VA,1995,Staffing & Outsourcing
Microservices Software Engineer,59000,135000,ManTech,4.2,San Antonio, TX,Herndon, VA,1968,Research & Development
Mid-level Database Engineer DBE,59000,135000,ELEVI Associates,5.0,San Antonio, TX,Columbia, MD,2002,Staffing & Outsourcing
Federal - DevOps Engineer,59000,135000,Solekai Systems Corp,4.2,San Antonio, TX,San Diego, CA,2002,Computer Hardware & Software
Sr Software Engineer,59000,135000,H E B,4.3,San Antonio, TX,San Antonio, TX,1905,Grocery Stores & Supermarkets
Systems Engineer,59000,135000,"TAD PGS, Inc.",3.9,San Antonio, TX,Bradenton, FL,1997,Staffing & Outsourcing
Sr Full Stack Software Engineer - Java,59000,135000,H E B,4.3,San Antonio, TX,San Antonio, TX,1905,Grocery Stores & Supermarkets
Linux Systems Engineer,59000,135000,22nd Century Technologies,3.7,San Antonio, TX,Somerset, NJ,1997,IT Services
Facilities Senior Engineer,59000,135000,Terracon,3.5,San Antonio, TX,Olathe, KS,1965,Architectural & Engineering Services
Senior Cloud Engineer - Application Security,59000,135000,Humana,3.6,San Antonio, TX,Louisville, KY,1961,Insurance Carriers
"Senior Engineer, Software Data",77000,181000,pSemi,3.7,San Diego, CA,San Diego, CA,1990,Electrical & Electronic Manufacturing
Senior Cloud Data Architect/Engineer,77000,181000,Shield AI,4.8,San Diego, CA,San Diego, CA,2015,Computer Hardware & Software
Modem Software Power Engineer,77000,181000,Qualcomm,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Modem Systems Engineer,77000,181000,Qualcomm Incorporated,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Modem System Test Engineer,77000,181000,Qualcomm,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Modem ASIC Engineer,77000,181000,Qualcomm,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Data Engineer,77000,181000,CrowdRise,4.5,San Diego, CA,Redwood City, CA,2010,Internet
Software Engineer - Camera,77000,181000,Qualcomm Incorporated,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Senior Modem System Test Engineer,77000,181000,Qualcomm,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Senior Software Development Engineer In Test,77000,181000,Kareo Inc,3.6,San Diego, CA,Irvine, CA,2004,Computer Hardware & Software
Production Engineer,77000,181000,ASML,3.6,San Diego, CA,Veldhoven, Netherlands,1984,Electrical & Electronic Manufacturing
Senior Data Engineer,77000,181000,Life360,3.9,Encinitas, CA,San Francisco, CA,2008,Internet
Product Systems Engineer,77000,181000,"TrellisWare Technologies, Inc",3.6,San Diego, CA,San Diego, CA,2000,Telecommunications Services
Production Manufacturing Engineer,77000,181000,ASML,3.6,San Diego, CA,Veldhoven, Netherlands,1984,Electrical & Electronic Manufacturing
Data Engineer,77000,181000,SmartDrive Systems,3.3,San Diego, CA,San Diego, CA,2004,Computer Hardware & Software
Data Engineer,77000,181000,Itility,4.0,San Diego, CA,Eindhoven, Netherlands,2006,IT Services
Software Systems Engineer I,77000,181000,Illumina,3.9,San Diego, CA,San Diego, CA,1998,Biotech & Pharmaceuticals
Software Engineer - Talent Pool,77000,181000,Quartus Engineering,4.6,San Diego, CA,San Diego, CA,1997,Architectural & Engineering Services
Process Development Scientist/Engineer I/II,77000,181000,Poseida Therapeutics,4.1,San Diego, CA,San Diego, CA,2015,Biotech & Pharmaceuticals
Energy Engineer,77000,181000,Commercial Energy,3.8,San Diego, CA,Oakland, CA,1997,Utilities
Machine Learning Software Engineer – Qualcomm AI Research,77000,181000,Qualcomm,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Jr. Data Engineer,77000,181000,"CliniComp, Intl.",3.8,San Diego, CA,San Diego, CA,1983,Computer Hardware & Software
Data Engineer,77000,181000,CYNET SYSTEMS,4.0,San Diego, CA,Ashburn, VA,2010,IT Services
Senior Data Engineer,113000,198000,Life360,3.9,Encinitas, CA,San Francisco, CA,2008,Internet
Senior Java Software Engineer - Data Platform,113000,198000,Tealium,3.6,San Diego, CA,San Diego, CA,2008,Computer Hardware & Software
Sr. Equipment Engineer (robotics engineering),113000,198000,Illumina,3.9,San Diego, CA,San Diego, CA,1998,Biotech & Pharmaceuticals
Senior Data Engineer,113000,198000,Humana,3.6,San Diego, CA,Louisville, KY,1961,Insurance Carriers
Data Engineer/Architect,113000,198000,"Kitu Systems, Inc.",4.7,San Diego, CA,San Diego, CA,2009,Enterprise Software & Network Solutions
Principal Software Engineer,113000,198000,Progenity,3.5,San Diego, CA,San Diego, CA,2011,Biotech & Pharmaceuticals
Big Data Engineer,113000,198000,Inseego,3.8,San Diego, CA,San Diego, CA,1996,Telecommunications Services
Data Engineer II,113000,198000,American Specialty Health,2.9,San Diego, CA,Carmel, IN,1987,Health Care Services & Hospitals
Senior Data Engineer,113000,198000,SBG Techology Solutions,3.7,San Diego, CA,Stafford, VA,2004,IT Services
Power & Performance Data Engineer,113000,198000,Apple,4.1,San Diego, CA,Cupertino, CA,1976,Computer Hardware & Software
Software Engineer Real-time Embedded,113000,198000,"TrellisWare Technologies, Inc",3.6,San Diego, CA,San Diego, CA,2000,Telecommunications Services
Reliability Engineer,113000,198000,ASML,3.6,San Diego, CA,Veldhoven, Netherlands,1984,Electrical & Electronic Manufacturing
Data QA Lead Engineer,113000,198000,Wondersign,4.7,San Diego, CA,Tampa, FL,2007,Advertising & Marketing
Jr. Software Engineer,113000,198000,Verimatrix,3.8,San Diego, CA,San Diego, CA,2000,Computer Hardware & Software
Senior Data Engineer,113000,198000,"Dexcom, Inc.",3.5,San Diego, CA,San Diego, CA,1999,Biotech & Pharmaceuticals
"Staff Engineer, Analog/Mixed Signal Design",113000,198000,pSemi,3.7,San Diego, CA,San Diego, CA,1990,Electrical & Electronic Manufacturing
Systems Engineer,113000,198000,ASML,3.6,San Diego, CA,Veldhoven, Netherlands,1984,Electrical & Electronic Manufacturing
AWS Data Engineer,113000,198000,Tek Leaders,3.5,San Diego, CA,Plano, TX,2016,IT Services
Data Engineer SQL-PLSQL-HANA,113000,198000,ServiceNow,3.7,San Diego, CA,Santa Clara, CA,2004,Enterprise Software & Network Solutions
"Machine Learning, Software Engineer",113000,198000,General Atomics,3.7,San Diego, CA,San Diego, CA,1955,Aerospace & Defense
"Data Engineer, Amazon Games",113000,198000,Amazon,3.9,San Diego, CA,Seattle, WA,1994,Internet
Data Scientist,113000,198000,Seismic,4.5,San Diego, CA,San Diego, CA,2010,Enterprise Software & Network Solutions
Sr. Data Engineer,113000,198000,IT Resonance Inc,4.3,San Diego, CA,Naperville, IL,2004,IT Services
Deep Learning Engineer,113000,198000,Optum,3.6,San Diego, CA,Minnetonka, MN,1977,Health Care Services & Hospitals
Staff Reliability Engineer,113000,198000,BD,3.6,San Diego, CA,Franklin Lakes, NJ,1897,Health Care Products Manufacturing
Infrastructure and Data Center Engineer - NEN,46000,92000,World Wide Technology,4.2,San Diego, CA,Maryland Heights, MO,1990,Computer Hardware & Software
Data Engineer and Visualization Developer,46000,92000,IDC Technologies,3.8,San Diego, CA,Milpitas, CA,2003,IT Services
HPC Systems and Data Engineer,46000,92000,University of California,4.2,San Diego, CA,Oakland, CA,1868,Colleges & Universities
Software Design Support Engineer,46000,92000,Qualcomm,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Business Intelligence Engineer,46000,92000,Daybreak Games,2.5,San Diego, CA,San Diego, CA,2015,Video Games
Data Platform Engineer,46000,92000,Kforce,4.1,San Diego, CA,Tampa, FL,1966,Staffing & Outsourcing
Business Intelligence Engineer,46000,92000,Amazon,3.9,San Diego, CA,Seattle, WA,1994,Internet
Controls Engineer,46000,92000,ASML,3.6,San Diego, CA,Veldhoven, Netherlands,1984,Electrical & Electronic Manufacturing
Software Delivery Software Engineer,46000,92000,Apple,4.1,San Diego, CA,Cupertino, CA,1976,Computer Hardware & Software
Senior Data Engineer,46000,92000,"INDUS Technology, Inc.",2.9,San Diego, CA,San Diego, CA,2004,IT Services
Mechanical Design Engineer,46000,92000,ASML,3.6,San Diego, CA,Veldhoven, Netherlands,1984,Electrical & Electronic Manufacturing
Sr. Network Data Center Engineer,46000,92000,SAIC,3.7,San Diego, CA,Reston, VA,2013,Enterprise Software & Network Solutions
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",46000,92000,California State University,4.1,San Diego, CA,Long Beach, CA,1962,Colleges & Universities
Full Stack Engineer,46000,92000,MedImpact,2.5,San Diego, CA,San Diego, CA,1989,Wholesale
Sr Data Engineer (DBA),46000,92000,"Dexcom, Inc.",3.5,San Diego, CA,San Diego, CA,1999,Biotech & Pharmaceuticals
Data Engineer with SQL,46000,92000,VLink Inc.,3.8,San Diego, CA,South Windsor, CT,2006,IT Services
#104733 HPC Systems and Data Engineer,46000,92000,UC San Diego,4.3,San Diego, CA,La Jolla, CA,1960,Colleges & Universities
"Staff Engineer, CAD",46000,92000,pSemi,3.7,San Diego, CA,San Diego, CA,1990,Electrical & Electronic Manufacturing
"Staff Engineer, Device Modeling",46000,92000,pSemi,3.7,San Diego, CA,San Diego, CA,1990,Electrical & Electronic Manufacturing
"Senior Scientist/Engineer, Early Stage Process Development",46000,92000,Poseida Therapeutics,4.1,San Diego, CA,San Diego, CA,2015,Biotech & Pharmaceuticals
Lead Data Engineer,46000,92000,Sayva Solutions,4.8,San Diego, CA,La Jolla, CA,2014,Staffing & Outsourcing
Principal Software Quality Engineer (Java Developer) *Sponsorship Available*,46000,92000,PRA Health Sciences,3.7,San Diego, CA,Raleigh, NC,1976,Biotech & Pharmaceuticals
Software Development Engineer,46000,92000,Amazon,3.9,San Diego, CA,Seattle, WA,1994,Internet
Lead Networking Research Engineer,46000,92000,MITRE,3.3,San Diego, CA,Bedford, MA,1958,Federal Agencies
"Software Engineer, Systems",46000,92000,Verimatrix,3.8,San Diego, CA,San Diego, CA,2000,Computer Hardware & Software
Sr Data Engineer-Supply Chain,46000,92000,Dexcom,3.5,San Diego, CA,San Diego, CA,1999,Biotech & Pharmaceuticals
Staff Site Reliability Engineer,79000,132000,Tealium,3.6,San Diego, CA,San Diego, CA,2008,Computer Hardware & Software
Design Optimization Engineer (Staff or above),79000,132000,Qualcomm,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
Senior Software Engineer- Test Automation,79000,132000,Jack Henry,3.6,San Diego, CA,Monett, MO,1976,Banks & Credit Unions
Software Systems Engineer 2,79000,132000,Illumina,3.9,San Diego, CA,San Diego, CA,1998,Biotech & Pharmaceuticals
Lead Data Engineer/Architect,79000,132000,Housecall Pro,4.6,San Diego, CA,San Diego, CA,2013,Computer Hardware & Software
Software Engineer,79000,132000,"Vistronix, Inc.",4.1,San Diego, CA,Reston, VA,1990,IT Services
"Senior Scientist/Engineer, Process Development",79000,132000,Poseida Therapeutics,4.1,San Diego, CA,San Diego, CA,2015,Biotech & Pharmaceuticals
Software Engineer,79000,132000,Teradata Corporation,3.7,San Diego, CA,San Diego, CA,1979,Computer Hardware & Software
Cybersecurity Engineer - Analytics and Data Science,79000,132000,MITRE,3.3,San Diego, CA,Bedford, MA,1958,Federal Agencies
Software Engineer,79000,132000,Quidel Corporation,2.6,San Diego, CA,San Diego, CA,1979,Biotech & Pharmaceuticals
Software Engineer - General,79000,132000,TuSimple,3.6,San Diego, CA,San Diego, CA,2015,Computer Hardware & Software
Software Engineer,79000,132000,ServiceNow,3.7,San Diego, CA,Santa Clara, CA,2004,Enterprise Software & Network Solutions
Principal Design Engineer - Space Components,79000,132000,Northrop Grumman,3.8,San Diego, CA,Falls Church, VA,1939,Aerospace & Defense
"Data Engineer AWS, ETL, Python - San Diego, CA (remote for now",79000,132000,"PRIMUS Global Services, Inc",3.7,San Diego, CA,Irving, TX,2002,Consulting
Research Engineer - Machine Learning,79000,132000,TuSimple,3.6,San Diego, CA,San Diego, CA,2015,Computer Hardware & Software
Network Data Center Engineer,79000,132000,SAIC,3.7,San Diego, CA,Reston, VA,2013,Enterprise Software & Network Solutions
"Engineer, Reliability",79000,132000,pSemi,3.7,San Diego, CA,San Diego, CA,1990,Electrical & Electronic Manufacturing
Senior Engineer,79000,132000,Qualcomm Incorporated,4.0,San Diego, CA,San Diego, CA,1985,Computer Hardware & Software
"Engineer, Wafer Probe and Test",79000,132000,pSemi,3.7,San Diego, CA,San Diego, CA,1990,Electrical & Electronic Manufacturing
HPC Systems and Data Engineer,79000,132000,UC San Diego,4.3,San Diego, CA,La Jolla, CA,1960,Colleges & Universities
Software Engineer (Platform) - Video Computer Vision,79000,132000,Apple,4.1,San Diego, CA,Cupertino, CA,1976,Computer Hardware & Software
Software Engineer,79000,132000,SoftClouds,4.6,San Diego, CA,San Diego, CA,2005,IT Services
Senior Tactical Data Link Standards Engineer,79000,132000,SBG Techology Solutions,3.7,San Diego, CA,Stafford, VA,2004,IT Services
Software Architect (Distinguished Software Engineer) - Data Integration,191000,217000,ServiceNow,3.7,San Diego, CA,Santa Clara, CA,2004,Enterprise Software & Network Solutions
Full Stack Engineer,191000,217000,Geocent,3.9,San Diego, CA,New Orleans, LA,1992,IT Services
Full Stack Engineer,191000,217000,Robin Healthcare,2.9,San Diego, CA,Berkeley, CA,2017,Health Care Services & Hospitals
Lead Software Development Engineer in Test (SDET),191000,217000,Epsilon,3.4,San Diego, CA,Irving, TX,1969,Advertising & Marketing
Software Engineer,191000,217000,"TEKsystems, Inc",3.9,San Diego, CA,Hanover, MD,1983,Staffing & Outsourcing
Remote Software Engineer,191000,217000,"TEKsystems, Inc",3.9,San Diego, CA,Hanover, MD,1983,Staffing & Outsourcing
Software Engineer - Developer Experience,191000,217000,Stem,3.2,San Diego, CA,Millbrae, CA,2009,Energy
Software Engineer III or IV,191000,217000,MedImpact,2.5,San Diego, CA,San Diego, CA,1989,Wholesale
Systems Integration Engineer,191000,217000,Truvian Sciences,4.5,San Diego, CA,San Diego, CA,2015,Biotech & Pharmaceuticals
Cell Culture Bioprocess Development Engineer,191000,217000,W3Global,4.5,San Diego, CA,Frisco, TX,2006,Staffing & Outsourcing
"Senior Staff Engineer, CAD",191000,217000,pSemi,3.7,San Diego, CA,San Diego, CA,1990,Electrical & Electronic Manufacturing
Database Engineer (Temp),191000,217000,Daybreak Games,2.5,San Diego, CA,San Diego, CA,2015,Video Games
Sr. Software Systems Engineer,191000,217000,Illumina,3.9,San Diego, CA,San Diego, CA,1998,Biotech & Pharmaceuticals
HPC Systems and Data Engineer,191000,217000,University of California - San Diego Medical Centers,3.6,San Diego, CA,San Diego, CA,1966,Health Care Services & Hospitals
Backend Software Engineer,191000,217000,sensemetrics,3.2,San Diego, CA,San Diego, CA,2014,Enterprise Software & Network Solutions
Oracle PL/SQL Data Migration Engineer,191000,217000,Kforce,4.1,San Diego, CA,Tampa, FL,1966,Staffing & Outsourcing
Software Engineer,191000,217000,sensemetrics,3.2,San Diego, CA,San Diego, CA,2014,Enterprise Software & Network Solutions
Data Integration Engineer - Full-Stack (Ruby on Rails),191000,217000,Doctible,4.4,San Diego, CA,San Diego, CA,2013,Health Care Services & Hospitals
Software Engineer,191000,217000,LanceSoft Inc,3.8,San Diego, CA,Herndon, VA,2000,Staffing & Outsourcing
Software Architect (Distinguished Software Engineer) Data Integration,191000,217000,ServiceNow,3.7,San Diego, CA,Santa Clara, CA,2004,Enterprise Software & Network Solutions
Software Engineer,191000,217000,SOLUTE,3.1,San Diego, CA,San Diego, CA,2002,Computer Hardware & Software
"Staff Engineer, Product Engineering",140000,151000,pSemi,3.7,San Diego, CA,San Diego, CA,1990,Electrical & Electronic Manufacturing
Senior Tactical Data Link Systems Engineer,140000,151000,SBG Techology Solutions,3.7,San Diego, CA,Stafford, VA,2004,IT Services
Associate Software Engineer - C++ and Networking Technologies,140000,151000,L3Harris,3.4,San Diego, CA,Melbourne, FL,2019,Aerospace & Defense
Software Engineer,140000,151000,CliniComp,3.8,San Diego, CA,San Diego, CA,1983,Computer Hardware & Software
Software Engineer,140000,151000,Northrop Grumman,3.8,San Diego, CA,Falls Church, VA,1939,Aerospace & Defense
Senior Software Engineer - Java,140000,151000,Tealium,3.6,San Diego, CA,San Diego, CA,2008,Computer Hardware & Software
Software Engineer - Full-stack,140000,151000,TuSimple,3.6,San Diego, CA,San Diego, CA,2015,Computer Hardware & Software
Federal - Data Engineer - Senior,140000,151000,Solekai Systems Corp,4.2,San Diego, CA,San Diego, CA,2002,Computer Hardware & Software
Software Engineer,140000,151000,ASRC Federal Holding Company,3.4,San Diego, CA,Beltsville, MD,2003,Aerospace & Defense
Senior Java Software Engineer - Contract,140000,151000,Cubic,3.3,San Diego, CA,San Diego, CA,1951,Aerospace & Defense
Sr. Data Center Delivery Engineer,140000,151000,CDW,3.9,San Diego, CA,Lincolnshire, IL,1984,IT Services
Full-stack Software/ML Engineer,140000,151000,Dynam.AI,3.5,San Diego, CA,Reston, VA,1952,Aerospace & Defense
Amazon- Software Development Engineer,140000,151000,Amazon,3.9,San Diego, CA,Seattle, WA,1994,Internet
Principal Electrical Engineer,140000,151000,Progenity,3.5,San Diego, CA,San Diego, CA,2011,Biotech & Pharmaceuticals
